OnlineCustomerSurrogateKey,OnlineCustomerID,CustomerID,Title,FirstName,LastName,EmailPromotion,AddressLine1,City,PersonModifiedDate,AddressModifiedDate
6478,8248,23469,,Christina,Gray,0,5597 Mt. Palomar Pl,Grossmont,2007-10-19 00:00:00,2007-10-19 00:00:00
6479,8250,11425,,Ariana,Gray,2,3675 Palms Dr,Metz,2007-05-26 00:00:00,2008-01-22 10:09:29.423000000
6480,8251,23630,,Dominic,Fernandez,0,3166 Rosemarie Place,Warrington,2007-08-18 00:00:00,2007-08-18 00:00:00
6481,8259,26756,,Brooke,Gray,0,4997 Clayburn Rd,Townsville,2008-03-25 00:00:00,2008-03-25 00:00:00
6482,8238,24299,,Andrea,Gray,0,2394 Pepper Way,Downey,2007-09-15 00:00:00,2007-09-15 00:00:00
6483,8246,28246,,Alexa,Gray,0,5811 Hillcrest,Corvallis,2005-10-13 00:00:00,2005-10-13 00:00:00
6484,8270,20355,,Melanie,Gray,2,6452 Harris Circle,Salem,2008-04-04 00:00:00,2008-04-04 00:00:00
6485,8294,28440,,Allison,Ramirez,1,9, rue Philibert-Delorme,Lille,2008-02-24 00:00:00,2008-01-22 10:09:29.423000000
6486,8312,25198,,Michelle,Ramirez,1,6508 Cedar Street,Novato,2007-09-22 00:00:00,2007-09-22 00:00:00
6487,8313,11850,,Brooke,Ramirez,0,8004 Water Street,Novato,2007-10-10 00:00:00,2007-10-10 00:00:00
6488,8314,21000,,Geoffrey,Perez,0,692 Nahua,Darlinghurst,2006-07-28 00:00:00,2006-07-28 00:00:00
6489,8321,21714,,Carmen,Patel,2,6490 Haviland Place,Burien,2008-07-05 00:00:00,2008-07-05 00:00:00
6490,8322,16141,,Shelby,Ramirez,2,2236 Buena Vista Ave,Santa Monica,2008-05-02 00:00:00,2008-05-02 00:00:00
6491,8345,27056,,Mackenzie,James,0,9517 Village Road,Los Angeles,2007-02-09 00:00:00,2007-02-09 00:00:00
6492,8356,28604,,Allison,James,1,6567 Pine Valley Rd,Beaverton,2007-08-09 00:00:00,2007-08-09 00:00:00
6493,8361,12978,,Danielle,James,0,5673 Arlington Circle,Burbank,2008-01-06 00:00:00,2008-01-06 00:00:00
6494,8371,13093,,Michelle,James,2,9772 Mountain View Drive,Olympia,2006-07-05 00:00:00,2006-07-05 00:00:00
6495,8379,15039,,Michele,Xie,2,4951 Coralie Drive,Hobart,2007-12-27 00:00:00,2007-12-27 00:00:00
6496,8396,23107,,Michele,Kumar,1,1710 View Dr,Lavender Bay,2006-12-29 00:00:00,2006-12-29 00:00:00
6497,8405,21225,,Michele,Jai,0,4250 Hungry Rd,Newcastle,2006-08-09 00:00:00,2006-08-09 00:00:00
6498,8406,21477,,Katelyn,Watson,2,3634 Heather Pl,Mill Valley,2007-12-23 00:00:00,2007-12-23 00:00:00
6499,8411,24787,,Andrea,Watson,1,3033 F St.,Redmond,2008-03-14 00:00:00,2008-03-14 00:00:00
6500,8419,26844,,Erin,Cooper,0,6838 El Rancho Drive,Cheltenham,2008-07-19 00:00:00,2008-07-19 00:00:00
6501,8438,24553,,Michele,Ashe,2,Marketplatz 92,Hof,2008-06-25 00:00:00,2008-06-25 00:00:00
6502,8453,12442,,Allison,Richardson,0,4344 Azoras Cir,Burbank,2006-06-02 00:00:00,2006-06-02 00:00:00
6503,8456,24108,,Tonya,Lal,2,Heiderweg 4982,Kiel,2007-10-28 00:00:00,2007-10-28 00:00:00
6504,8464,18847,,Ariana,Richardson,0,8230 Madrone St,Woodburn,2008-02-20 00:00:00,2008-02-20 00:00:00
6505,8471,14707,,Tonya,Raje,0,Winter der Böck 8550,Berlin,2007-08-16 00:00:00,2007-08-16 00:00:00
6506,8473,11263,,Trinity,Richardson,0,3063 Blue Jay Drive,Burien,2006-03-01 00:00:00,2006-03-01 00:00:00
6507,8481,17251,,Tonya,Nara,0,2961 Amending Road,Milsons Point,2007-08-11 00:00:00,2007-08-11 00:00:00
6508,8498,26209,,Jan,Cox,0,Zeiter Weg 6664,Solingen,2008-03-12 00:00:00,2008-03-12 00:00:00
6509,8506,13830,,Andrea,Cox,0,1318 Pinehurst Court,Esher-Molesey,2008-06-13 00:00:00,2008-06-13 00:00:00
6510,8513,17755,,Zoe,Cox,1,5296 Covington Court,Esher-Molesey,2007-01-12 00:00:00,2007-01-12 00:00:00
6511,8531,28707,,Sharon,Raje,0,6, impasse Notre-Dame,Orly,2006-10-16 00:00:00,2008-01-22 10:09:29.423000000
6512,8545,24673,,Paige,Cox,0,4770 Detroit Avenue,Newport Beach,2007-09-28 00:00:00,2007-09-28 00:00:00
6513,8548,23402,,Melissa,Cox,0,2634 Dalis Drive,Spokane,2007-08-29 00:00:00,2007-08-29 00:00:00
6514,8555,18956,,Sara,Howard,1,4730 Peterson Place,San Carlos,2008-06-23 00:00:00,2008-06-23 00:00:00
6515,8563,17730,,Bridget,Tang,0,8831 Versailles Pl.,Geelong,2005-10-12 00:00:00,2005-10-12 00:00:00
6516,8595,17542,,Bridget,Rai,0,1911 Pinecrest Dr.,Burbank,2008-05-17 00:00:00,2008-05-17 00:00:00
6517,8596,11981,,Alexandria,Howard,1,341 Victory Lane,Everett,2007-10-11 00:00:00,2007-10-11 00:00:00
6518,8597,16762,,Franklin,Ferrier,0,1990 Bridge,Burien,2008-03-25 00:00:00,2008-03-25 00:00:00
6519,8598,19446,,Bridget,Nath,1,244, rue Maillard,Saint Ouen,2007-04-19 00:00:00,2008-01-22 10:09:29.423000000
6520,8604,28086,,Bridget,Anand,2,313 Park Highlands,Bellflower,2007-10-10 00:00:00,2007-10-10 00:00:00
6521,8613,28467,,Tasha,Tang,0,Hans-Rosenthal-Platz 42111,Hamburg,2008-04-09 00:00:00,2008-04-09 00:00:00
6522,7849,19615,,Franklin,Sun,0,3925 North 39th Street,Goulburn,2006-02-26 00:00:00,2006-02-26 00:00:00
6523,7864,25275,,Christina,Watson,0,973 Broadway Street,Port Orchard,2008-02-16 00:00:00,2008-02-16 00:00:00
6524,7874,14911,,Shelby,Watson,1,2895 Churchill Dr,Westminster,2008-04-21 00:00:00,2008-04-21 00:00:00
6525,7883,27048,,Melanie,Watson,1,8154 Pheasant Circle,Marysville,2008-05-16 00:00:00,2008-05-16 00:00:00
6526,7892,28081,,Paige,Watson,0,5377 Pine Creek Way,Portland,2008-06-16 00:00:00,2008-06-16 00:00:00
6527,7907,16668,,Levi,Malhotra,2,3005 Banyan Way,Chicago,2007-10-23 00:00:00,2007-10-23 00:00:00
6528,7908,27279,,Katelyn,Brooks,2,291 Ironwood Way,Issaquah,2007-05-20 00:00:00,2007-05-20 00:00:00
6529,7932,22252,,Makayla,Brooks,0,6693 Ryan Rd,Oak Bay,2005-12-24 00:00:00,2005-12-24 00:00:00
6530,7933,21232,,Levi,Garcia,2,8291 Serpentine,Matraville,2008-06-21 00:00:00,2008-06-21 00:00:00
6531,7939,21620,,Mariah,Brooks,0,8535 Meadowbrook Court,Haney,2007-05-01 00:00:00,2007-05-01 00:00:00
6532,7948,22548,,Angela,Brooks,0,1821 Mt. Hood Circle,San Carlos,2008-07-05 00:00:00,2008-07-05 00:00:00
6533,7991,12559,,Emmanuel,Lopez,1,1019 Mt. Davidson Court,London,2007-01-24 00:00:00,2007-01-24 00:00:00
6534,8022,28927,,Jermaine,Rana,1,3217 Elm St,Cloverdale,2007-09-06 00:00:00,2007-09-06 00:00:00
6535,8031,20221,,Kaylee,Sanders,0,7287 Cashew Ln,Melton,2006-04-20 00:00:00,2006-04-20 00:00:00
6536,8057,27735,,Shelby,Sanders,0,2588 San Vincente Drive,Everett,2008-07-27 00:00:00,2008-07-27 00:00:00
6537,8074,19255,,Terrance,Sara,1,61, rue Surcouf,Saint Ouen,2006-09-01 00:00:00,2008-01-22 10:09:29.423000000
6538,8075,11628,,Mariah,Wood,2,4088 Mills Place,Bellflower,2006-03-15 00:00:00,2006-03-15 00:00:00
6539,8084,20530,,Mariah,Jenkins,2,4475 Terra Calitina,W. Linn,2007-11-01 00:00:00,2007-11-01 00:00:00
6540,8090,14217,,Terrance,Lopez,2,2313 Pastel Drive,Coffs Harbour,2007-09-10 00:00:00,2007-09-10 00:00:00
6541,8098,19805,,Mariah,Butler,0,9601 Rainier Dr,Burbank,2007-12-25 00:00:00,2007-12-25 00:00:00
6542,8108,25465,,Mariah,Diaz,0,664 Book Pl,Watford,2008-05-18 00:00:00,2008-05-18 00:00:00
6543,8125,22372,,Melanie,Perry,2,9982 Fawn Glen Circle,San Gabriel,2007-09-08 00:00:00,2007-09-08 00:00:00
6544,8139,11104,,Edgar,Sara,0,6127 Lilly Lane,Gold Coast,2005-11-04 00:00:00,2005-11-04 00:00:00
6545,8142,17954,,Shelby,Torres,0,96, avenue de l´Europe,Saint Germain en Laye,2007-11-21 00:00:00,2008-01-22 10:09:29.423000000
6546,8148,16380,,Mariah,Torres,0,1483 Browse Street,Shawnee,2008-01-26 00:00:00,2008-01-26 00:00:00
6547,8149,19171,,Melanie,Torres,0,4687 York Dr,Santa Monica,2007-07-15 00:00:00,2007-07-15 00:00:00
6548,8157,17346,,Edgar,Lopez,0,6949 Brookview Drive,Brisbane,2007-11-19 00:00:00,2007-11-19 00:00:00
6549,8165,26940,,Franklin,Tang,1,Marienplatz 321,Bonn,2007-11-26 00:00:00,2007-11-26 00:00:00
6550,8173,22757,,Savannah,Peterson,0,4393 Rossmor Parkway,Mill Valley,2008-07-19 00:00:00,2008-07-19 00:00:00
6551,8183,25090,,Ivan,Sara,1,1218 Woodside Court,Cliffside,2008-06-12 00:00:00,2008-06-12 00:00:00
6552,8184,18196,,Ivan,Rana,1,927 Live Oak Ave.,Coffs Harbour,2005-11-11 00:00:00,2005-11-11 00:00:00
6553,8200,19638,,Kimberly,Peterson,0,6026 Lacanda Ct,W. Linn,2008-06-28 00:00:00,2008-06-28 00:00:00
6554,8209,26950,,Dominic,Suri,1,80, rue des Berges,Orleans,2007-12-27 00:00:00,2008-01-22 10:09:29.423000000
6555,8231,27030,,Jan,Gray,2,4663 Glenside Ct,Seattle,2007-12-25 00:00:00,2007-12-25 00:00:00
6556,8232,15289,,Katelyn,Gray,0,6158 Hawthorne Dr,Grossmont,2006-08-24 00:00:00,2006-08-24 00:00:00
6557,8249,19504,,Dominic,Garcia,0,24, rue Royale,Saint Ouen,2007-06-22 00:00:00,2008-01-22 10:09:29.423000000
6558,8257,14101,,Franklin,Lal,0,9, rue Saint-Lazare,Newcastle,2007-02-28 00:00:00,2007-02-28 00:00:00
6559,8260,23940,,Dominic,Perez,0,5085 Radar Ct.,High Wycombe,2007-12-23 00:00:00,2007-12-23 00:00:00
6560,8283,15116,,Mackenzie,Ramirez,1,Knaackstr 44,Kassel,2006-07-04 00:00:00,2006-07-04 00:00:00
6561,8308,14288,,Christina,Ramirez,1,9112 Park Highlands,El Cajon,2006-12-02 00:00:00,2006-12-02 00:00:00
6562,8363,14611,,Zoe,James,0,8623 Merry Circle,Vancouver,2008-03-07 00:00:00,2008-03-07 00:00:00
6563,8378,29258,,Makayla,James,2,7422 Roseann Drive,Yakima,2006-01-30 00:00:00,2006-01-30 00:00:00
6564,8403,14921,,Sara,Watson,0,8679 Balboa Court,San Gabriel,2007-08-24 00:00:00,2007-08-24 00:00:00
6565,8421,27901,,Mariah,Cooper,0,7865 Mt. Diablo St,Runcorn,2007-10-21 00:00:00,2007-10-21 00:00:00
6566,8429,15041,,Michele,Goel,1,1136 Lane Way,Hawthorne,2007-04-28 00:00:00,2007-04-28 00:00:00
6567,8472,16359,,Shelby,Richardson,0,8403 Reality Drive,Woodburn,2008-02-14 00:00:00,2008-02-14 00:00:00
6568,8478,15794,,Tonya,Chander,0,98 Ruby Lane,Rockhampton,2007-09-24 00:00:00,2007-09-24 00:00:00
6569,8486,18080,,Paige,Richardson,0,5042 Mining Rd,Novato,2008-03-07 00:00:00,2008-03-07 00:00:00
6570,8487,29123,,Tonya,Goel,1,323 Chocolate Court,Gold Coast,2008-04-28 00:00:00,2008-04-28 00:00:00
6571,8489,24804,,Tonya,Raji,0,2620 Turning View,Colma,2007-10-07 00:00:00,2007-10-07 00:00:00
6572,8503,23800,,Kaylee,Cox,0,6110 J Ave,La Jolla,2008-04-08 00:00:00,2008-04-08 00:00:00
6573,8522,17328,,Michelle,Cox,0,9100 Main Street,Warrnambool,2005-09-01 00:00:00,2005-09-01 00:00:00
6574,8528,22043,,Trinity,Cox,2,1820 Adobe St,La Jolla,2007-10-08 00:00:00,2007-10-08 00:00:00
6575,8538,16918,,Alexandria,Cox,0,8534 Willow Pass Road,Tacoma,2008-07-19 00:00:00,2008-07-19 00:00:00
6576,8546,28054,,Carol,Cox,1,885 Shakespeare Drive,Redwood City,2007-10-01 00:00:00,2007-10-01 00:00:00
6577,8556,17237,,Bridget,Shen,2,7340 Green St.,Rockhampton,2007-09-08 00:00:00,2007-09-08 00:00:00
6578,8565,14967,,Bridget,Xu,0,Holzstr 7333,Berlin,2006-05-18 00:00:00,2006-05-18 00:00:00
6579,8570,28633,,Christina,Howard,0,6790 Edward Avenue,Redmond,2007-10-29 00:00:00,2007-10-29 00:00:00
6580,8572,26211,,Bridget,Yuan,0,8375 Ambush Dr..,London,2007-10-12 00:00:00,2007-10-12 00:00:00
6581,8578,11400,,Franklin,Raji,0,3477 Mt. Washington Way,London,2006-01-15 00:00:00,2006-01-15 00:00:00
6582,8581,29338,,Bridget,Shan,0,7929 Blocking Ct.,Milsons Point,2008-01-25 00:00:00,2008-01-25 00:00:00
6583,8587,27440,,Trinity,Howard,1,4573 Beauty Street,Olympia,2007-05-05 00:00:00,2007-05-05 00:00:00
6584,8588,19433,,Bridget,Raje,0,9549 Sandra Circle,Peterborough,2007-02-13 00:00:00,2007-02-13 00:00:00
6585,8589,18362,,Erin,Howard,0,4613 Pine Drive,Cliffside,2008-06-02 00:00:00,2008-06-02 00:00:00
6586,8603,29334,,Paige,Howard,0,6068 Campbell Ave,Walla Walla,2006-02-14 00:00:00,2006-02-14 00:00:00
6587,8605,13656,,Faith,Howard,0,8071 Daylight Place,Bellflower,2008-01-15 00:00:00,2008-01-15 00:00:00
6588,8640,12979,,Christina,Ward,1,8850 Thunderbird Drive,Spokane,2007-08-24 00:00:00,2007-08-24 00:00:00
6589,8645,18487,,Tasha,Nath,1,4992 Yorba Linda,Sunbury,2005-12-08 00:00:00,2005-12-08 00:00:00
6590,8646,19478,,Tasha,Goel,2,488 Meadow Glen Way,W. York,2008-04-03 00:00:00,2008-04-03 00:00:00
6591,8665,28168,,Jacqueline,Ward,0,9104 Melody Drive,Long Beach,2005-09-04 00:00:00,2005-09-04 00:00:00
6592,8688,22348,,Zoe,Torres,0,4109 Perry Way,Novato,2007-11-27 00:00:00,2007-11-27 00:00:00
6593,8690,24466,,Alexa,Travers,0,3641 W. Holly Drive,Caloundra,2007-06-04 00:00:00,2007-06-04 00:00:00
6594,8704,24665,,Angela,Morgan,0,9235 Logan Court,Newton,2008-02-01 00:00:00,2008-02-01 00:00:00
6595,8714,23342,,Cristina,She,2,719 Sycamore Drive,Chula Vista,2008-04-10 00:00:00,2008-04-10 00:00:00
6596,8715,26530,,Riley,Morgan,2,2827 Red Leaf,Lake Oswego,2006-11-24 00:00:00,2006-11-24 00:00:00
6597,8721,26715,,Gabriella,Bell,0,3895 Mt. Tooth Place,Oakland,2008-04-11 00:00:00,2008-04-11 00:00:00
6598,8746,26099,,Christina,Bell,0,2324 California St,Port Hammond,2007-11-17 00:00:00,2007-11-17 00:00:00
6599,8755,19000,,Makayla,Blue,1,3005 Potomac Drive,Westminster,2008-05-09 00:00:00,2008-05-09 00:00:00
6600,8763,17861,,Melanie,Blue,0,6850 Monument Blvd.,Cliffside,2008-05-26 00:00:00,2008-05-26 00:00:00
6601,8781,12926,,Sara,Murphy,2,9967 Stroer Lane,Lakewood,2006-07-25 00:00:00,2006-07-25 00:00:00
6602,8691,20746,,Christina,Torres,1,8808 Geneva Ave,Langley,2007-09-29 00:00:00,2007-09-29 00:00:00
6603,8692,26067,,Erin,Morgan,0,8595 Mariposa Ct,Lemon Grove,2008-05-21 00:00:00,2008-05-21 00:00:00
6604,8693,15736,,Sheena,Raje,0,5707 Monte Vista Road,Beverly Hills,2008-05-10 00:00:00,2008-05-10 00:00:00
6605,8700,17226,,Gilbert,McDonald,0,4113 Marsh Meadow Way,Liverpool,2007-10-22 00:00:00,2007-10-22 00:00:00
6606,8724,19623,,Cristina,Tang,0,7223 Brush Creek Court,Newcastle,2007-12-07 00:00:00,2007-12-07 00:00:00
6607,8751,15947,,Michelle,Blue,0,8519 Star Dr,Chula Vista,2008-03-02 00:00:00,2008-03-02 00:00:00
6608,8761,26246,,Jade,Bell,1,2405 Mission Drive,Burlingame,2008-04-06 00:00:00,2008-04-06 00:00:00
6609,8766,25127,,Priscilla,Deng,1,3757 Brook Hollow Ct,Silverwater,2007-05-11 00:00:00,2007-05-11 00:00:00
6610,8778,15399,,Mackenzie,Murphy,0,9194 West I St,Berkeley,2006-12-14 00:00:00,2006-12-14 00:00:00
6611,8800,20113,,Christina,Murphy,0,7618 Rogers Lane,Port Orchard,2008-04-29 00:00:00,2008-04-29 00:00:00
6612,8809,24052,,Priscilla,Goel,1,Essener Straße 26,München,2008-03-17 00:00:00,2008-03-17 00:00:00
6613,8835,22858,,Deborah,Tang,0,6049 Flora Ave,Matraville,2008-07-19 00:00:00,2008-07-19 00:00:00
6614,8843,12021,,Deborah,Yuan,0,6641 Morgan Territory Rd.,Springwood,2006-06-05 00:00:00,2006-06-05 00:00:00
6615,8852,20624,,Deborah,Shan,0,1162 Park Glenn,Gold Coast,2006-06-19 00:00:00,2006-06-19 00:00:00
6616,8858,23229,,Deborah,Raje,0,Hüttenstr 9005,Bottrop,2008-04-10 00:00:00,2008-04-10 00:00:00
6617,8868,25370,,Erin,Bailey,0,4407 Hobby Court,Spokane,2007-10-22 00:00:00,2007-10-22 00:00:00
6618,8875,16904,,Arianna,Bailey,2,1671 F St.,Grossmont,2008-04-12 00:00:00,2008-04-12 00:00:00
6619,8876,28385,,Cassie,Deng,1,33, allée des Princes,Paris,2008-06-22 00:00:00,2008-01-22 10:09:29.423000000
6620,8877,28610,,Jacqueline,Bailey,0,1457 Chelsea,Lebanon,2008-04-13 00:00:00,2008-04-13 00:00:00
6621,8886,18610,,Bailey,Rivera,0,2098 Crown Ct,Concord,2008-06-28 00:00:00,2008-06-28 00:00:00
6622,8892,13145,,Gilbert,Xu,0,1010 Maple,Baltimore,2008-05-07 00:00:00,2008-05-07 00:00:00
6623,8919,18032,,Cassie,Raji,1,24, rue Philibert-Delorme,Paris,2007-11-06 00:00:00,2008-01-22 10:09:29.423000000
6624,8926,17139,,Jade,Rivera,0,8725 San Benito Drive,San Carlos,2008-05-10 00:00:00,2008-05-10 00:00:00
6625,8933,15659,,Angela,Rivera,2,Klara Straße 463,Darmstadt,2006-08-19 00:00:00,2006-08-19 00:00:00
6626,8935,16212,,Jacqueline,Rivera,0,2317 Woodruff Lane,Chula Vista,2008-06-18 00:00:00,2008-06-18 00:00:00
6627,8936,26943,,Ashlee,Xie,0,92, rue Ste-Honoré,Metz,2008-04-17 00:00:00,2008-01-22 10:09:29.423000000
6628,8942,23706,,Mackenzie,Cooper,1,9071 Macaroon Drive,Edmonds,2008-05-03 00:00:00,2008-05-03 00:00:00
6629,8945,11921,,Gilbert,Zhu,0,2939 West Ct.,Cranbourne,2008-03-22 00:00:00,2008-03-22 00:00:00
6630,8968,17348,,Ariana,Cooper,0,7396 Maine Dr.,Haney,2007-11-15 00:00:00,2007-11-15 00:00:00
6631,9002,11188,,Catherine,Morris,0,6542 Stonewood Drive,San Gabriel,2008-05-04 00:00:00,2008-05-04 00:00:00
6632,9019,16176,,Michele,Torres,2,7583 Green Hill Rd,Geelong,2007-06-01 00:00:00,2007-06-01 00:00:00
6633,9028,23885,,Angela,Morris,0,2234 String Dr.,Spring Valley,2008-06-24 00:00:00,2008-06-24 00:00:00
6634,9035,25648,,Michele,Carlson,0,9967, rue Marbeuf,Saint-Denis,2007-12-30 00:00:00,2008-01-22 10:09:29.423000000
6635,9042,13884,,Jada,Rogers,1,8175 Tri-state Ave.,Bellingham,2007-02-10 00:00:00,2007-02-10 00:00:00
6636,9043,15612,,Damien,Ma,0,4867 Glaze Dr,Milton Keynes,2007-11-09 00:00:00,2007-11-09 00:00:00
6637,9044,15589,,Gilbert,He,1,2823 La Orinda Pl.,Hawthorne,2007-05-30 00:00:00,2007-05-30 00:00:00
6638,9045,23453,,Maurice,Deng,2,5005 Appalachian Dr.,Berkeley,2008-04-11 00:00:00,2008-04-11 00:00:00
6639,9053,16076,,Catherine,Rogers,0,9201 Lexington Rd.,Yakima,2008-07-18 00:00:00,2008-07-18 00:00:00
6640,9059,24380,,Maurice,Yuan,1,3345 Macaroon Drive,Sunbury,2008-02-08 00:00:00,2008-02-08 00:00:00
6641,9110,12170,,Sara,Reed,0,7884 Power Ave.,Glendale,2006-05-26 00:00:00,2006-05-26 00:00:00
6642,7654,18439,,Angela,Coleman,1,2328 Elk Dr,Marysville,2008-04-04 00:00:00,2008-04-04 00:00:00
6643,7671,26881,,Regina,Fernandez,2,7348, avenue de l´Europe,Drancy,2008-01-21 00:00:00,2008-01-22 10:09:29.423000000
6644,7686,24662,,Arianna,Price,2,9768 Brandywine Way,Spring Valley,2007-08-17 00:00:00,2007-08-17 00:00:00
6645,7702,19023,,Arianna,Powell,2,4682 Sunset Meadows Ln,Newport Beach,2007-09-09 00:00:00,2007-09-09 00:00:00
6646,7703,11519,,Jerome,Navarro,2,9537 Ridgewood Drive,Cliffside,2007-09-14 00:00:00,2007-09-14 00:00:00
6647,7709,21727,,Arianna,Flores,1,4082 Shell Ct,Shawnee,2005-07-30 00:00:00,2005-07-30 00:00:00
6648,7726,20622,,Jerome,Suarez,1,5585 Antone Court,Brisbane,2006-06-27 00:00:00,2006-06-27 00:00:00
6649,7735,14054,,Reginald,Martin,0,4091 Silver Oaks Place,Warrnambool,2008-06-01 00:00:00,2008-06-01 00:00:00
6650,7751,27540,,Jacqueline,Butler,0,3995 Sudden Loop,Glendale,2007-06-21 00:00:00,2007-06-21 00:00:00
6651,7753,13952,,Franklin,Ye,0,1796 Westbury Dr.,Melton,2008-03-08 00:00:00,2008-03-08 00:00:00
6652,7770,26178,,Paige,Price,0,6985 Pecan Street,Woodburn,2008-04-14 00:00:00,2008-04-14 00:00:00
6653,7784,27326,,Ashlee,Goel,0,6964, rue des Grands Champs,Tremblay-en-France,2008-01-18 00:00:00,2008-01-22 10:09:29.423000000
6654,7795,21702,,Paige,Gonzales,1,9513 Roslyn Drive,Shawnee,2007-09-13 00:00:00,2007-09-13 00:00:00
6655,7820,11872,,Faith,Patterson,0,1141 Rolling Hill Way,Glendale,2006-04-23 00:00:00,2006-04-23 00:00:00
6656,7836,23980,,Sergio,Garcia,2,283, rue Villedo,Villeneuve-d'Ascq,2008-03-27 00:00:00,2008-01-22 10:09:29.423000000
6657,7843,26357,,Sergio,Gonzalez,0,62, avenue des Laurentides,Paris,2007-10-30 00:00:00,2008-01-22 10:09:29.423000000
6658,7852,28390,,Frederick,Suri,1,180, boulevard Beau Marchais,Colombes,2005-07-27 00:00:00,2008-01-22 10:09:29.423000000
6659,7853,12888,,Melissa,Barnes,1,927 Parkside Dr,Lake Oswego,2008-04-15 00:00:00,2008-04-15 00:00:00
6660,7854,27657,,Frederick,Chandra,1,5698 Elmonte Drive,Chicago,2008-05-31 00:00:00,2008-05-31 00:00:00
6661,7863,15259,,Franklin,Zhu,0,6140 Nightingale Drive,Burbank,2008-07-07 00:00:00,2008-07-07 00:00:00
6662,7871,17810,,Frederick,Prasad,1,2569 La Orinda Pl.,Warrington,2007-08-27 00:00:00,2007-08-27 00:00:00
6663,7879,22772,,Erin,Watson,0,251 Steven Circle,Victoria,2007-09-24 00:00:00,2007-09-24 00:00:00
6664,7886,28978,,Alexandria,Watson,2,6486 Hemlock Drive,Beverly Hills,2008-01-11 00:00:00,2008-01-11 00:00:00
6665,7887,11991,,Frederick,Martinez,2,3410 Hemlock Ave.,Milsons Point,2006-05-04 00:00:00,2006-05-04 00:00:00
6666,7896,16053,,Frederick,Perez,0,4485 Laurel,Runcorn,2006-07-29 00:00:00,2006-07-29 00:00:00
6667,7936,18784,,Trinity,Brooks,1,4557 Rolling Hill Way,Santa Monica,2008-04-17 00:00:00,2008-04-17 00:00:00
6668,7951,22232,,Paige,Brooks,1,6052 Sandy Way,Haney,2005-11-21 00:00:00,2005-11-21 00:00:00
6669,7970,14602,,Kaylee,Kelly,1,1277 Juniper Drive,West Covina,2005-10-07 00:00:00,2005-10-07 00:00:00
6670,7971,23675,,Emmanuel,Prasad,0,4666 Lancelot Drive,Bellingham,2008-03-22 00:00:00,2008-03-22 00:00:00
6671,7987,28955,,Emmanuel,Fernandez,1,9741 Limeridge Drive,Bendigo,2008-06-30 00:00:00,2008-06-30 00:00:00
6672,8002,14299,,Jermaine,Chandra,1,7741 Thunderbird Dr.,Goulburn,2007-03-11 00:00:00,2007-03-11 00:00:00
6673,8003,15945,,Alexandria,Kelly,0,4094 Ampersand Drive,Puyallup,2008-02-01 00:00:00,2008-02-01 00:00:00
6674,8011,23728,,Paige,Kelly,2,6658 Virginia Lane,Downey,2007-10-12 00:00:00,2007-10-12 00:00:00
6675,8019,25602,,Jermaine,Sara,0,Zollhof 2822,Frankfurt am Main,2008-02-14 00:00:00,2008-02-14 00:00:00
6676,8035,15170,,Jermaine,Martinez,0,4217 Almond Avenue,St. Leonards,2007-04-18 00:00:00,2007-04-18 00:00:00
6677,8036,28500,,Jermaine,Gonzalez,0,Heidestieg Straße 8664,Berlin,2008-01-14 00:00:00,2008-01-14 00:00:00
6678,8038,27917,,Andrea,Sanders,0,5405 Glenellen Court,Long Beach,2005-08-21 00:00:00,2005-08-21 00:00:00
6679,8045,21046,,Terrance,Suri,0,5524 Virgil St,London,2008-02-17 00:00:00,2008-02-17 00:00:00
6680,8054,21761,,Makayla,Sanders,0,9383 Ten Penny Lane,Torrance,2008-01-17 00:00:00,2008-01-17 00:00:00
6681,8071,24284,,Melissa,Sanders,1,8360 Frisbie Court,Victoria,2006-05-02 00:00:00,2006-05-02 00:00:00
6682,7878,28942,,Frederick,Raman,0,6176 Crow Street,Coffs Harbour,2007-10-18 00:00:00,2007-10-18 00:00:00
6683,7885,13797,,Franklin,Gao,2,Auf der Krone 123,Kiel,2008-07-02 00:00:00,2008-07-02 00:00:00
6684,7902,24485,,Franklin,Ma,1,3644 Rosarita,Coffs Harbour,2007-06-26 00:00:00,2007-06-26 00:00:00
6685,7911,24110,,Kaylee,Brooks,1,402, rue de Bas Marin,Drancy,2007-09-20 00:00:00,2008-01-22 10:09:29.423000000
6686,7920,22496,,Christina,Brooks,0,9430 Versailles Pl,Cheltenham,2008-04-07 00:00:00,2008-04-07 00:00:00
6687,7937,15759,,Erin,Brooks,0,7253 Mt. Alpine Pl,Beaverton,2007-09-22 00:00:00,2007-09-22 00:00:00
6688,7961,29155,,Gabriella,Kelly,2,9389 RaceCourt,Puyallup,2006-01-28 00:00:00,2006-01-28 00:00:00
6689,7995,21856,,Emmanuel,Sanchez,0,4837 Melrose Place,Lancaster,2008-04-22 00:00:00,2008-04-22 00:00:00
6690,8005,22395,,Jermaine,Patel,2,2822 Bluejay Dr.,Paris,2007-12-02 00:00:00,2008-01-22 10:09:29.423000000
6691,8010,14934,,Jermaine,Sai,0,3949 Fillet Ave.,London,2008-05-13 00:00:00,2008-05-13 00:00:00
6692,8013,20751,,Jermaine,Arthur,0,890 Ridgeview Dr,Bellflower,2008-06-15 00:00:00,2008-06-15 00:00:00
